Date Time,Open,High,Low,Close,Volume,Adj Close
2017-06-13 16:00:00,208.01,209.88,207.24,208.52,35814.6192,208.52
2017-06-13 17:00:00,208.52,209.0,206.4,206.67,43294.9147,206.67
2017-06-13 18:00:00,206.69,208.2,204.58,204.99,40395.5628,204.99
2017-06-13 19:00:00,205.0,205.96,204.52,205.5,38542.2185,205.5
2017-06-13 20:00:00,205.5,207.69,205.25,205.88,21274.7972,205.88
2017-06-13 21:00:00,205.69,208.0,205.61,207.49,19422.7724,207.49
2017-06-13 22:00:00,207.5,207.75,205.05,205.43,20901.3343,205.43
2017-06-13 23:00:00,205.11,206.75,205.0,206.75,15028.5441,206.75
2017-06-14 00:00:00,206.75,208.79,206.3,207.95,27893.9816,207.95
2017-06-14 01:00:00,208.0,209.0,207.5,207.99,10451.4737,207.99
2017-06-14 02:00:00,208.1,210.52,207.97,210.49,30232.2666,210.49
2017-06-14 03:00:00,210.43,210.46,208.1,209.0,9933.3292,209.0
2017-06-14 04:00:00,209.0,209.5,208.01,208.39,6154.075,208.39
2017-06-14 05:00:00,208.39,210.3,208.02,210.3,11364.9536,210.3
2017-06-14 06:00:00,210.3,213.03,209.67,211.71,70074.6345,211.71
2017-06-14 07:00:00,211.71,212.88,209.74,212.67,31739.5573,212.67
2017-06-14 08:00:00,212.8,217.5,212.0,216.66,123823.2501,216.66
2017-06-14 09:00:00,216.51,220.0,216.51,217.22,186054.071,217.22
2017-06-14 10:00:00,217.22,223.0,217.18,220.79,178022.9454,220.79
2017-06-14 11:00:00,220.6,221.85,216.59,217.57,86251.5373,217.57
2017-06-14 12:00:00,217.57,218.96,216.6,217.88,36986.6029,217.88
2017-06-14 13:00:00,217.89,221.15,217.88,219.46,80772.6091,219.46
2017-06-14 14:00:00,219.21,220.0,217.6,218.09,40488.5127,218.09
2017-06-14 15:00:00,218.09,218.57,212.35,212.35,107845.2759,212.35
2017-06-14 16:00:00,212.63,216.0,212.0,213.8,64089.123,213.8
2017-06-14 17:00:00,213.8,215.8,213.8,215.05,23455.1469,215.05
2017-06-14 18:00:00,215.05,217.49,214.22,215.99,38792.2977,215.99
2017-06-14 19:00:00,215.99,216.23,214.11,215.5,18946.386,215.5
2017-06-14 20:00:00,215.31,215.49,212.11,212.28,46837.5723,212.28
2017-06-14 21:00:00,212.28,215.06,202.11,206.8,397014.0118,206.8
2017-06-14 22:00:00,206.8,207.5,203.0,207.25,106864.9263,207.25
2017-06-14 23:00:00,207.2,210.56,206.6,209.2,70786.4561,209.2
2017-06-15 00:00:00,209.2,210.0,205.31,206.79,37863.6702,206.79
2017-06-15 01:00:00,206.28,210.88,206.27,209.95,27698.1948,209.95
2017-06-15 02:00:00,209.95,212.5,209.14,211.0,25400.0407,211.0
2017-06-15 03:00:00,211.0,211.14,209.5,211.07,9336.3066,211.07
2017-06-15 04:00:00,211.0,212.28,210.0,210.79,6700.5013,210.79
2017-06-15 05:00:00,210.79,211.64,207.02,208.61,19692.3394,208.61
2017-06-15 06:00:00,208.71,213.59,205.9,209.12,92249.6789,209.12
2017-06-15 07:00:00,209.13,211.2,207.24,211.2,39869.908,211.2
2017-06-15 08:00:00,211.2,211.79,206.0,206.0,54725.9506,206.0
2017-06-15 09:00:00,206.03,207.6,202.0,205.91,157784.4921,205.91
2017-06-15 10:00:00,205.91,209.0,205.81,207.67,47769.2205,207.67
2017-06-15 11:00:00,207.67,208.3,205.0,207.57,35015.093,207.57
2017-06-15 12:00:00,207.47,207.65,204.02,204.68,47607.0319,204.68
2017-06-15 13:00:00,204.67,205.0,195.2,199.44,257264.8889,199.44
2017-06-15 14:00:00,199.34,202.22,194.88,201.61,193108.621,201.61
2017-06-15 15:00:00,201.71,202.5,198.11,202.19,51689.3265,202.19
2017-06-15 16:00:00,202.47,205.44,202.41,204.21,60716.8026,204.21
2017-06-15 17:00:00,204.3,205.25,200.0,200.0,39941.5412,200.0
