Date Time,Open,High,Low,Close,Volume,Adj Close
2017-05-28 16:00:00,15201.1,15250.0,14900.0,15082.75,415.4589,15082.75
2017-05-28 17:00:00,15041.54,15298.0,15041.54,15181.05,329.8138,15181.05
2017-05-28 18:00:00,15236.0,15238.0,14902.0,14907.2,354.6983,14907.2
2017-05-28 19:00:00,14902.03,15099.97,14821.0,14951.0,357.2556,14951.0
2017-05-28 20:00:00,15005.65,15005.65,14801.0,14824.55,329.6516,14824.55
2017-05-28 21:00:00,14826.0,15050.0,14810.0,14869.5,410.7176,14869.5
2017-05-28 22:00:00,14900.99,14938.94,14230.0,14347.26,923.5676,14347.26
2017-05-28 23:00:00,14346.0,14475.0,13737.0,14200.0,1296.3329,14200.0
2017-05-29 00:00:00,14200.0,14200.0,13610.0,13979.97,848.7609,13979.97
2017-05-29 01:00:00,13900.0,14200.0,13826.16,14033.0,375.8089,14033.0
2017-05-29 02:00:00,14033.0,14251.99,13950.16,14251.0,254.9334,14251.0
2017-05-29 03:00:00,14250.97,14300.0,13951.0,14000.0,115.7394,14000.0
2017-05-29 04:00:00,14000.1,14182.57,13890.0,14162.97,108.8278,14162.97
2017-05-29 05:00:00,14162.88,14500.0,14093.05,14497.01,316.4256,14497.01
2017-05-29 06:00:00,14500.0,14898.99,14490.0,14745.0,474.6977,14745.0
2017-05-29 07:00:00,14746.0,14932.0,14490.03,14590.0,497.234,14590.0
2017-05-29 08:00:00,14560.0,14845.0,14550.16,14680.0,195.2142,14680.0
2017-05-29 09:00:00,14678.4,14700.0,14203.0,14247.94,348.1013,14247.94
2017-05-29 10:00:00,14247.94,14399.96,14003.0,14045.0,370.2356,14045.0
2017-05-29 11:00:00,14045.0,14258.89,13822.59,14258.1,656.0361,14258.1
2017-05-29 12:00:00,14258.07,14258.1,14005.03,14126.01,168.872,14126.01
2017-05-29 13:00:00,14100.03,14339.0,14021.0,14250.0,229.5968,14250.0
2017-05-29 14:00:00,14255.0,14600.0,14000.0,14379.2,585.5613,14379.2
2017-05-29 15:00:00,14379.2,14499.0,14180.0,14289.57,324.9677,14289.57
2017-05-29 16:00:00,14300.0,14312.0,13999.97,14065.15,357.5145,14065.15
2017-05-29 17:00:00,14119.0,14450.0,14064.0,14316.0,513.4019,14316.0
2017-05-29 18:00:00,14242.11,14476.0,14242.11,14419.74,338.1242,14419.74
2017-05-29 19:00:00,14400.01,14560.0,14300.0,14379.94,535.2977,14379.94
2017-05-29 20:00:00,14379.0,14429.97,14245.0,14278.39,156.3486,14278.39
2017-05-29 21:00:00,14299.95,14308.0,14061.13,14109.97,349.9676,14109.97
2017-05-29 22:00:00,14100.0,14306.32,14005.0,14299.86,405.5122,14299.86
2017-05-29 23:00:00,14275.0,14381.2,14050.03,14327.0,353.07,14327.0
2017-05-30 00:00:00,14325.97,14498.0,14263.28,14385.0,284.3265,14385.0
2017-05-30 01:00:00,14397.0,14400.0,14355.01,14361.25,51.086,14361.25
2017-05-30 02:00:00,14393.75,14729.99,14369.75,14650.0,351.493,14650.0
2017-05-30 03:00:00,14650.0,14829.06,14620.01,14804.28,451.5069,14804.28
2017-05-30 04:00:00,14800.0,14998.0,14721.03,14906.03,432.6138,14906.03
2017-05-30 05:00:00,14949.79,14949.79,14708.5,14826.16,306.5933,14826.16
2017-05-30 06:00:00,14857.97,14939.0,14621.0,14685.0,311.5904,14685.0
2017-05-30 07:00:00,14661.0,14848.84,14546.0,14846.89,358.7257,14846.89
2017-05-30 08:00:00,14846.88,14846.88,14650.0,14749.44,338.1932,14749.44
2017-05-30 09:00:00,14749.94,14950.0,14700.0,14830.0,367.2512,14830.0
2017-05-30 10:00:00,14829.0,14998.0,14820.0,14992.0,217.0928,14992.0
2017-05-30 11:00:00,14990.0,15267.0,14950.08,15249.99,692.5659,15249.99
2017-05-30 12:00:00,15248.97,15249.0,15011.0,15120.0,448.3284,15120.0
2017-05-30 13:00:00,15119.97,15149.97,14900.0,15029.0,348.403,15029.0
2017-05-30 14:00:00,15029.0,15143.0,15001.0,15121.0,171.6368,15121.0
2017-05-30 15:00:00,15120.1,15124.25,14800.0,14888.97,359.334,14888.97
2017-05-30 16:00:00,14888.97,14990.0,14836.07,14927.0,145.9089,14927.0
2017-05-30 17:00:00,14927.0,14959.0,14700.0,14700.0,376.2788,14700.0
2017-05-30 18:00:00,14705.0,14887.88,14660.0,14810.0,263.3504,14810.0
2017-05-30 19:00:00,14810.0,14846.38,14573.39,14611.0,413.0715,14611.0
2017-05-30 20:00:00,14611.5,14890.0,14555.0,14858.97,377.8857,14858.97
2017-05-30 21:00:00,14858.97,14880.0,14616.0,14680.03,308.8837,14680.03
2017-05-30 22:00:00,14731.94,14764.97,14500.0,14600.85,646.1454,14600.85
2017-05-30 23:00:00,14600.85,14675.9,14210.0,14405.66,645.3543,14405.66
2017-05-31 00:00:00,14405.66,14669.02,14400.0,14610.03,287.3149,14610.03
2017-05-31 01:00:00,14610.0,14724.0,14600.0,14686.0,121.128,14686.0
2017-05-31 02:00:00,14686.0,14779.97,14686.0,14700.0,82.7423,14700.0
2017-05-31 03:00:00,14700.0,14726.0,14675.91,14675.91,31.6049,14675.91
2017-05-31 04:00:00,14701.91,14738.0,14600.56,14737.99,49.7412,14737.99
2017-05-31 05:00:00,14738.0,14781.0,14566.0,14600.0,112.6963,14600.0
2017-05-31 06:00:00,14663.0,14663.0,14222.0,14469.7,467.2283,14469.7
2017-05-31 07:00:00,14465.0,14469.9,14327.08,14400.0,246.1889,14400.0
2017-05-31 08:00:00,14361.24,14495.0,14350.0,14469.71,328.495,14469.71
2017-05-31 09:00:00,14469.71,14550.0,14250.01,14336.27,338.229,14336.27
2017-05-31 10:00:00,14340.0,14379.97,13934.0,14089.0,1095.3341,14089.0
2017-05-31 11:00:00,14089.0,14178.11,13650.01,13651.0,829.5072,13651.0
2017-05-31 12:00:00,13653.5,14048.26,13400.0,13983.0,1530.3068,13983.0
2017-05-31 13:00:00,13952.0,14190.0,13942.0,14097.7,342.4474,14097.7
2017-05-31 14:00:00,14097.7,14194.96,13971.24,14001.0,415.3716,14001.0
2017-05-31 15:00:00,14001.0,14148.97,13985.03,14115.21,321.4249,14115.21
2017-05-31 16:00:00,14111.0,14330.0,14001.0,14120.0,414.5057,14120.0
2017-05-31 17:00:00,14120.0,14186.99,14001.0,14101.0,174.8258,14101.0
2017-05-31 18:00:00,14097.0,14300.0,14012.0,14198.26,288.4002,14198.26
2017-05-31 19:00:00,14198.26,14667.0,14141.03,14434.97,1083.2929,14434.97
2017-05-31 20:00:00,14419.75,14497.91,14300.0,14330.0,313.0112,14330.0
2017-05-31 21:00:00,14335.0,14550.0,14330.0,14450.0,224.8894,14450.0
2017-05-31 22:00:00,14450.0,15120.0,14205.0,15025.04,1801.0457,15025.04
2017-05-31 23:00:00,15098.97,16100.0,15000.0,15516.0,4332.8406,15516.0
2017-06-01 00:00:00,15550.0,16050.0,15441.83,15679.97,1215.4669,15679.97
2017-06-01 01:00:00,15679.97,15942.17,15652.03,15881.49,313.7049,15881.49
2017-06-01 02:00:00,15870.0,15888.0,15630.0,15888.0,232.7355,15888.0
2017-06-01 03:00:00,15855.07,15900.0,15726.86,15800.0,94.0621,15800.0
2017-06-01 04:00:00,15801.41,16047.0,15750.0,15927.25,151.8505,15927.25
2017-06-01 05:00:00,15983.73,16030.0,15801.26,15815.0,136.2402,15815.0
2017-06-01 06:00:00,15813.0,15998.8,15800.0,15900.01,205.1691,15900.01
2017-06-01 07:00:00,15902.0,15990.0,15888.0,15930.0,282.9178,15930.0
2017-06-01 08:00:00,15930.0,16888.0,15800.0,16370.0,2093.0331,16370.0
2017-06-01 09:00:00,16371.0,16820.0,16368.0,16748.97,1086.0151,16748.97
2017-06-01 10:00:00,16702.16,16800.0,16450.0,16670.0,749.1352,16670.0
2017-06-01 11:00:00,16670.0,16680.0,16260.0,16450.03,528.7953,16450.03
2017-06-01 12:00:00,16450.03,16600.03,16260.02,16565.0,569.1604,16565.0
2017-06-01 13:00:00,16565.0,16830.0,16506.66,16652.0,661.3195,16652.0
2017-06-01 14:00:00,16657.0,16700.0,16401.0,16456.0,1063.4476,16456.0
2017-06-01 15:00:00,16456.0,16656.0,16431.03,16609.0,409.9099,16609.0
2017-06-01 16:00:00,16625.0,16650.0,16518.03,16632.99,551.589,16632.99
2017-06-01 17:00:00,16620.0,17111.0,16596.0,16860.01,1938.6417,16860.01
2017-06-01 18:00:00,16878.0,17080.0,16760.0,16760.0,1084.2654,16760.0
2017-06-01 19:00:00,16760.23,17019.96,16720.0,16952.0,674.1378,16952.0
2017-06-01 20:00:00,16953.0,17150.0,16952.0,17050.0,1290.1619,17050.0
2017-06-01 21:00:00,17088.33,17155.0,16890.0,17151.0,1001.0718,17151.0
2017-06-01 22:00:00,17151.0,17268.0,16640.0,16715.0,1506.3437,16715.0
2017-06-01 23:00:00,16754.97,17001.0,16668.45,16951.0,832.7399,16951.0
2017-06-02 00:00:00,16962.97,16981.0,16500.0,16646.97,976.7915,16646.97
2017-06-02 01:00:00,16643.0,16731.9,16500.0,16689.0,478.755,16689.0
2017-06-02 02:00:00,16697.55,16888.0,16678.05,16825.0,115.3231,16825.0
2017-06-02 03:00:00,16740.53,16889.23,16740.5,16851.16,66.8827,16851.16
2017-06-02 04:00:00,16866.2,17090.0,16860.91,17068.0,150.3817,17068.0
2017-06-02 05:00:00,17068.0,17100.0,16800.01,16899.0,158.9706,16899.0
2017-06-02 06:00:00,16899.0,17049.99,16800.0,17035.55,209.5438,17035.55
2017-06-02 07:00:00,17000.0,17196.0,16988.24,17196.0,386.7216,17196.0
2017-06-02 08:00:00,17196.0,17210.0,16933.0,17029.0,410.9981,17029.0
2017-06-02 09:00:00,17029.0,17090.98,16882.0,17069.0,595.3929,17069.0
2017-06-02 10:00:00,17069.0,17196.0,17036.07,17188.0,529.6953,17188.0
2017-06-02 11:00:00,17195.0,17485.0,17151.03,17380.0,1145.5167,17380.0
2017-06-02 12:00:00,17389.0,17555.0,17371.2,17400.0,955.1218,17400.0
2017-06-02 13:00:00,17399.99,17527.0,17310.02,17520.0,467.9079,17520.0
2017-06-02 14:00:00,17517.8,17610.0,17447.0,17600.0,516.1795,17600.0
2017-06-02 15:00:00,17580.1,17687.97,17453.01,17568.2,669.5489,17568.2
2017-06-02 16:00:00,17569.0,17591.24,17100.0,17140.0,1166.3373,17140.0
2017-06-02 17:00:00,17140.0,17432.0,16907.55,17415.0,1239.3058,17415.0
2017-06-02 18:00:00,17400.0,17500.0,17280.18,17281.03,425.3401,17281.03
